Uploaded Image URL,Author,"Author (Last, First)",Title,Subtitle,Genre,Rating,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Publisher,Status,Notes,Edition,Date Published,Length,Format,Dimensions,Weight,ISBN,Physical Location,Date Added,Date Started,Date Finished,Purchase Date,Purchase Place,Purchase Price,List Price,Google VolumeID,Favorites,Wish List,Category,Series,Volume,Quantity,Summary,Tags
,Yun-Tung Lau,"Lau, Yun-Tung",The Art of Objects,Object-oriented Design and Architecture,Computers,0,,,,,ADDISON WESLEY Publishing Company Incorporated,Unread,,,,,,,,9780201711615,,2014/03/02,,,,,,,Ee1QAAAAMAAJ,0,0,,,,,,
,Leon Sterling,"Sterling, Leon",The Art of Prolog,Advanced Programming Techniques,Computers,0,,,,,MIT Press,Unread,,,,,,,,9780262193382,,2014/03/02,,,,,,,w-XjuvpOrjMC,0,0,,,,,,
,Sunzi,Sunzi,The Art of Strategy,"A New Translation of Sun Tzu's Classic, The Art of War",History,0,,,,,Doubleday,Unread,,,,,,,,9780385237840,,2014/04/01,,,,,,,GsmbngEACAAJ,0,0,,,,,,
,Gregor Kiczales,"Kiczales, Gregor",The Art of the Metaobject Protocol,,Computers,0,,,,,MIT Press,Unread,,,,,,,,9780262610742,,2014/03/02,,,,,,,3X5Gnudn3k0C,0,0,,,,,,
,Jacob Bronowski,"Bronowski, Jacob",The Ascent of Man,,Science,0,,,,,"Little, Brown",Unread,,,,,,,,9780316109307,,2014/04/01,,,,,,,vpLuAAAAMAAJ,0,0,,,,,,
,Kate Chopin,"Chopin, Kate",The Awakening,,Adultery,0,,,,,H.S. Stone & Company,Unread,,,,,,,,,,2014/03/03,,,,,,,awYRAAAAYAAJ,0,0,,,,,,
,Aryeh Kaplan,"Kaplan, Aryeh",The Bahir,Illumination,Religion,0,,,,,Weiser Books,Unread,,,,,,,,9781609254933,,2014/03/03,,,,,,,M1WZoPno_LoC,0,0,,,,,,
,Sylvia Plath,"Plath, Sylvia",The Bell Jar,,Fiction,0,,,,,HarperCollins,Unread,,,,,,,,9780060837020,,2014/03/02,,,,,,,cZpR_0kN9gEC,0,0,,,,,,
,Lester Del Rey,"Rey, Lester Del",The Best of Lester Del Rey,,Fiction,0,,,,,Random House Incorporated,Unread,,,,,,,,9780345439499,,2014/03/02,,,,,,,3LZ6PwAACAAJ,0,0,,,,,,
,"Edgar Allan Poe, Ian Beck","Poe, Edgar Allan",The Best Tales of Mystery and Imagination,,Mystery,0,,,,,Octopus Books Limited,Unread,,,,,,,,9780706424522,,2014/03/26,,,,,,,hIEhtwAACAAJ,0,0,,,,,,
,Tim Dorsey,"Dorsey, Tim",The Big Bamboo,,Fiction,0,,,,,HarperCollins,Unread,,,,,,,,9780061828522,,2014/03/09,,,,,,,cW-bmc7yDVsC,0,0,,,,,,
,Herb L. Gustafson,"Gustafson, Herb L.",The Bonsai Workshop,,Gardening,0,,,,,"Sterling Publishing Company, Incorporated",Unread,,,,,,,,9780806905570,,2014/04/01,,,,,,,bOMPnwEACAAJ,0,0,,,,,,
,Martin Palmer,"Palmer, Martin",The Book of Chuang Tzu,,Religion,0,,,,,Arkana,Unread,,,,,,,,9780140194883,,2014/03/03,,,,,,,uam3QgAACAAJ,0,0,,,,,,
,Robert Alter,"Alter, Robert",The Book of Psalms: A Translation with Commentary,,Religion,0,,,,,W. W. Norton & Company,Unread,,,,,,,,9780393070378,,2014/03/03,,,,,,,2iYEhR1Dz8YC,0,0,,,,,,
,Kakuzo Okakura,"Okakura, Kakuzo",The Book of Tea,,History,0,,,,,Arc Manor LLC,Unread,,,,,,,,9781604506068,,2014/03/02,,,,,,,d4DIqgwlqh8C,0,0,,,,,,
,Richard Lederer,"Lederer, Richard",The Bride of Anguished English,"A Bonanza of Bloopers, Blunders, Botches, and Boo-Boos",Language Arts & Disciplines,0,,,,,Macmillan,Unread,,,,,,,,9781429906395,,2014/03/09,,,,,,,pGlzs85pzRgC,0,0,,,,,,
,"Brian W. Kernighan, Dennis M. Ritchie","Kernighan, Brian W.",The C Programming Language,,Computers,0,,,,,Prentice Hall,Unread,,,,,,,,9780131103627,,2014/03/02,,,,,,,161QAAAAMAAJ,0,0,,,,,,
,Geoffrey Chaucer,"Chaucer, Geoffrey",The Canterbury Tales,,Literary Criticism,0,,,,,Penguin UK,Unread,,,,,,,,9780718193744,,2014/03/02,,,,,,,eZGDIFy2pvkC,0,0,,,,,,
,Chicago,Chicago,The Chicago Manual of Style,,Reference,0,,,,,University of Chicago Press,Unread,,,,,,,,9780226104034,,2014/03/02,,,,,,,EBMlLYwqmjYC,0,0,,,,,,
,Stephen R. Donaldson,"Donaldson, Stephen R.","The Chronicles of Thomas Covenant, the Unbeliever",,Fantasy fiction,0,,,,,Fontana,Unread,,,,,,,,9780006473299,,2014/03/02,,,,,,,74xQPwAACAAJ,0,0,,,,,,
,"Karl Marx, Friedrich Engels","Marx, Karl",The Communist Manifesto,,Literary Collections,0,,,,,OUP Oxford,Unread,,,,,,,,9780199535712,,2014/03/26,,,,,,,7oQxngEACAAJ,0,0,,,,,,
,Hans Christian Andersen,"Andersen, Hans Christian",The Complete Hans Christian Andersen Fairy Tales,,"Children's stories, Danish - Translations into English",0,,,,,Gramercy Books,Unread,,,,,,,,9780517092910,,2014/03/03,,,,,,,n4O_9qeNxZYC,0,0,,,,,,
,John Woldemar Cowan,"Cowan, John Woldemar",The Complete Lojban Language,,Loglan (Artificial language),0,,,,,Logical Language Group,Unread,,,,,,,,9780966028300,,2014/04/01,,,,,,,XQiZngEACAAJ,0,0,,,,,,
,John Milton,"Milton, John",The Complete Poems of John Milton,,English poetry,0,,,,,P. F. Collier & Son,Unread,,,,,,,,,,2014/03/26,,,,,,,MH8EAAAAYAAJ,0,0,,,,,,
,Franz Kafka,"Kafka, Franz",The Complete Stories,,Fiction,0,,,,,Schocken Books,Unread,,,,,,,,9780805210552,,2014/03/03,,,,,,,ATl4i59stCMC,0,0,,,,,,
,Herbert Tarr,"Tarr, Herbert",The Conversion of Chaplain Cohen,A Novel,"Chaplains, Military",0,,,,,B. Geis Associates,Unread,,,,,,,,,,2014/04/02,,,,,,,5coiAAAAMAAJ,0,0,,,,,,
,Richard A. O'Keefe,"O'Keefe, Richard A.",The Craft of Prolog,,Computers,0,,,,,MIT Press,Unread,,,,,,,,9780262150392,,2014/03/02,,,,,,,G86dQgAACAAJ,0,0,,,,,,
,Donald A. Norman,"Norman, Donald A.",The Design of Everyday Things,,Technology & Engineering,0,,,,,Basic Books,Unread,,,,,,,,9780465067107,,2014/04/01,,,,,,,rCUrngEACAAJ,0,0,,,,,,
,"Sherman R. Alpert, Kyle Brown, Bobby Woolf","Alpert, Sherman R.",The Design Patterns Smalltalk Companion,,Computers,0,,,,,ADDISON WESLEY Publishing Company Incorporated,Unread,,,,,,,,9780201184624,,2014/03/02,,,,,,,WY1QAAAAMAAJ,0,0,,,,,,
,Ambrose Bierce,"Bierce, Ambrose",The Devil's Dictionary,Complete & Unabridged,Fiction,0,,,,,Courier Dover Publications,Unread,,,,,,,,9780486146898,,2014/03/02,,,,,,,IzDDAgAAQBAJ,0,0,,,,,,
,Dante Alighieri,"Alighieri, Dante",The Divine Comedy,"The Inferno, the Purgatorio, and the Paradiso",Poetry,0,,,,,New American Library,Unread,,,,,,,,9780451208637,,2014/03/03,,,,,,,gohkAAAAMAAJ,0,0,,,,,,
,Howard Phillips Lovecraft,"Lovecraft, Howard Phillips",The dream cycle of H.P. Lovecraft,dreams of terror and death,Dreams - Fiction,0,,,,,Ballantine Books,Unread,,,,,,,,9780345384218,,2014/04/01,,,,,,,tvZaAAAAMAAJ,0,0,,,,,,
,Abraham Joshua Heschel,"Heschel, Abraham Joshua",The Earth is the Lord's: The Inner World of the Jew in ...,,Religion,0,,,,,Jewish Lights,Unread,,,,,,,,,,2014/03/03,,,,,,,zPnApmcb5TgC,0,0,,,,,,
,Robert Bringhurst,"Bringhurst, Robert",The Elements of Typographic Style,,Art,0,,,,,"Hartley & Marks Publishers, Incorporated",Unread,,4.0,,,,,,9780881792126,,2014/03/03,,,,,,,luAyLgEACAAJ,0,0,,,,,,
,Benedict de Spinoza,"Spinoza, Benedict de",The Ethics (Ethica Ordine Geometrico Demonstrata),,Philosophy,0,,,,,BookRix,Unread,,,,,,,,9783730964866,,2014/03/03,,,,,,,8Ol_AgAAQBAJ,0,0,,,,,,
,Randy Penn,"Penn, Randy",The Everything Knots Book,Step-By-Step Instructions for Tying Any Knot,Sports & Recreation,0,,,,,Adams Media,Unread,,,,,,,,9781593370329,,2014/03/02,,,,,,,38GDmAEACAAJ,0,0,,,,,,
,"Nosson Scherman, Avie Gold","Scherman, Nosson",The family Haggadah,,Religion,0,,,,,Mesorah Publications,Unread,,,,,,,,9780899061788,,2014/03/03,,,,,,,N_-cCwBRFnkC,0,0,,,,,,
,Isaac Bashevis Singer,"Singer, Isaac Bashevis",The Family Moskat,A Novel,Fiction,0,,,,,Macmillan,Unread,,,,,,,,9780374530648,,2014/03/03,,,,,,,jONhDbksEo8C,0,0,,,,,,
,Edward Steichen,"Steichen, Edward",The Family of man,,"Photography, Artistic - Exhibitions",0,,,,,Museum of Modern Art,Unread,,,,,,,,9780870703416,,2014/04/01,,,,,,,lTThaWIXfPwC,0,0,,,,,,
,"Ethelyn Simon, Irene Resnikoff, Linda Motzkin","Simon, Ethelyn",The first Hebrew primer,the adult beginner's path to Biblical Hebrew,Foreign Language Study,0,,,,,EKS pub.,Unread,,,,,,,,9780939144150,,2014/03/03,,,,,,,90_uAAAAMAAJ,0,0,,,,,,
,Robert Alter,"Alter, Robert",The Five Books of Moses,A Translation with Commentary,Religion,0,,,,,W. W. Norton & Company,Unread,,,,,,,,9780393019551,,2014/03/03,,,,,,,pKHRaOIpAnsC,0,0,,,,,,
,Patrick M. Lencioni,"Lencioni, Patrick M.",The Five Dysfunctions of a Team,A Leadership Fable,Business & Economics,0,,,,,Wiley,Unread,,,,,,,,9780787960759,,2014/04/01,,,,,,,URoYnAEACAAJ,0,0,,,,,,
,Jiddu Krishnamurti,"Krishnamurti, Jiddu",The Flight of the Eagle,,Biography & Autobiography,0,,,,,"Perennial Library, Harper & Row",Unread,,,,,,,,9780060916107,,2014/03/03,,,,,,,cBkInQEACAAJ,0,0,,,,,,
,Ayn Rand,"Rand, Ayn",The Fountainhead,,Fiction,0,,,,,Penguin,Unread,,,,,,,,9781101137185,,2014/03/26,,,,,,,3WiS2jWThFAC,0,0,,,,,,
,Guy Cousineau,"Cousineau, Guy",The Functional Approach to Programming,,Computers,0,,,,,Cambridge University Press,Unread,,,,,,,,9780521576819,,2014/03/02,,,,,,,-vQPDXciXUMC,0,0,,,,,,
,"Regelson, Abraham, Forst, Siegmund","Abraham, Regelson,",The Haggadah of Passover,,Haggadot,0,,,,,Hebron Yeshivah in Jerusalem,Unread,,,,,,,,,,2014/04/02,,,,,,,yAEbRAAACAAJ,0,0,,,,,,
,Paul Hudak,"Hudak, Paul",The Haskell School of Expression,,,0,,,,,Cambridge University Press,Unread,,,,,,,,9781107268654,,2014/03/02,,,,,,,db42AAAAQBAJ,0,0,,,,,,
,Charles Foster Kent,"Kent, Charles Foster",The heroes and crises of early Hebrew history,from the creation to the death of Moses,History,0,,,,,Charles Scribner,Unread,,,,,,,,,,2014/03/03,,,,,,,7hL6VcuBLvIC,0,0,,,,,,
,Arthur Conan Doyle,"Doyle, Arthur Conan",The Hound of the Baskervilles,,Fiction,0,,,,,Dover Publications,Unread,,,,,,,,9780486282145,,2014/04/01,,,,,,,7KAWnwEACAAJ,0,0,,,,,,
,"Ralph E. Griswold, Madge T. Griswold","Griswold, Ralph E.",The Icon programming language,,Computers,0,,,,,Peer-to-Peer Communications,Unread,,,,,,,,9781573980012,,2014/03/02,,,,,,,k-IYAQAAMAAJ,0,0,,,,,,
,Lyle Daggett,"Daggett, Lyle",The Idea of Legacy,,,0,,,,,Musical Comedy Editions,Unread,,,,,,,,9780978558406,,2014/03/26,,,,,,,pR_PAAAACAAJ,0,0,,,,,,
,"Josephine Bacon, Martin Gilbert, Arka Cartographics Limited","Bacon, Josephine",The illustrated atlas of Jewish civilization,,Jews,0,,,,,Quantum Books,Unread,,,,,,,,9780681289222,,2014/04/02,,,,,,,n1QJCUFE0O4C,0,0,,,,,,
,Robert Craig Brown,"Brown, Robert Craig",The Illustrated History of Canada,,History,0,,,,,Key Porter Books,Unread,,,,,,,,9781552639207,,2014/04/01,,,,,,,cbo3nwEACAAJ,0,0,,,,,,
,Ray Bradbury,"Bradbury, Ray",The Illustrated Man,,Fiction,0,,,,,Simon and Schuster,Unread,,,,,,,,9781451678185,,2014/03/03,,,,,,,-QC3TyfN3zoC,0,0,,,,,,
,Alan Axelrod,"Axelrod, Alan",The International Encyclopedia of Secret Societies and Fraternal Orders,,Reference,0,,,,,Checkmark Books,Unread,,,,,,,,9780816038718,,2014/03/02,,,,,,,FT3zned-voYC,0,0,,,,,,
,Lisa Hunter,"Hunter, Lisa",The Intrepid Art Collector,"The Beginner's Guide to Finding, Buying, and Appreciating Art on a Budget",Antiques & Collectibles,0,,,,,Random House LLC,Unread,,,,,,,,9780307237132,,2014/03/02,,,,,,,570I7D8Dl84C,0,0,,,,,,
,DovBer Pinson,"Pinson, DovBer",The Iyyun Haggadah,An Introduction to the Haggadah,,0,,,,,CreateSpace,Unread,,,,,,,,9781460949832,,2014/04/02,,,,,,,AL_8tgAACAAJ,0,0,,,,,,
,"Richard Siegel, Michael Strassfeld, Sharon Strassfeld","Siegel, Richard",The Jewish catalog,a do-it-yourself kit,Jewish way of life,0,,,,,Jewish Publication Society of America,Unread,,,,,,,,9780827600423,,2014/04/02,,,,,,,dwdDV_6BnqoC,0,0,,,,,,
,Shmuel Himelstein,"Himelstein, Shmuel",The Jewish Primer,Questions and Answers on Jewish Faith and Culture,Religion,0,,,,,Facts on File,Unread,,,,,,,,9780816028498,,2014/04/02,,,,,,,0YsXngEACAAJ,0,0,,,,,,
,Ronald L Eisenberg,"Eisenberg, Ronald L",The Jewish World in Stamps: 4000 Years of Jewish ...,,,0,,,,,,Unread,,,,,,,,,,2014/04/02,,,,,,,IwSRMmjf1HEC,0,0,,,,,,
,Masha Greenbaum,"Greenbaum, Masha",The Jews of Lithuania,"a history of a remarkable community, 1316-1945",History,0,,,,,Gefen Publishing House Ltd,Unread,,,,,,,,9789652291325,,2014/03/02,,,,,,,E2_ag8xGWMQC,0,0,,,,,,
,Gary Jennings,"Jennings, Gary",The Journeyer,,Fiction,0,,,,,Macmillan,Unread,,,,,,,,9781429999946,,2014/03/09,,,,,,,PVOiisaqT8UC,0,0,,,,,,
,Rick Barba,"Barba, Rick","The Journeyman project 3, legacy of time",Prima's official strategy guide,"Journeyman project 3, legacy of time",0,,,,,Prima Games,Unread,,,,,,,,9780761511236,,2014/04/01,,,,,,,z6awFzg_P1UC,0,0,,,,,,
,Sepharial,Sepharial,The kabala of numbers,a handbook of interpretation,Numerology,0,,,,,Newcastle Pub. Co.,Unread,,,,,,,,9780878770274,,2014/03/03,,,,,,,22oudVR2LwMC,0,0,,,,,,
,"Eino Friberg, George C. Schoolfield, Björn Landström","Friberg, Eino",The Kalevala,,Fiction,0,,,,,University of Illinois Press,Unread,,,,,,,,9789511101376,,2014/04/01,,,,,,,KXW9I3kmQp0C,0,0,,,,,,
,"Pekka Ervast, John Major Jenkins","Ervast, Pekka",The key to the Kalevala,,Kalevala,0,,,,,Blue Dolphin Pub.,Unread,,,,,,,,9781577330219,,2014/04/01,,,,,,,Q4_nAAAAMAAJ,0,0,,,,,,
,Steven Millhauser,"Millhauser, Steven",The king in the tree,three novellas,Don Juan (Legendary character)/ Fiction,0,,,,,Alfred A. Knopf,Unread,,,,,,,,9780375415401,,2014/03/26,,,,,,,xAJbAAAAMAAJ,0,0,,,,,,
,Robert William Chambers,"Chambers, Robert William",The King in Yellow,,,0,,,,,Harper & Bros.,Unread,,,,,,,,,,2014/03/02,,,,,,,qHgKEqjdy-wC,0,0,,,,,,
,Alison Weir,"Weir, Alison",The Lady Elizabeth,,Fiction,0,,,,,Random House LLC,Unread,,,,,,,,9780345495365,,2014/04/01,,,,,,,KQAPjw2D4OUC,0,0,,,,,,
,Mary Austin,"Austin, Mary",The Land of Little Rain,,Nature,0,,,,,Penguin,Unread,,,,,,,,9780140249194,,2014/03/02,,,,,,,7q_-opv03SgC,0,0,,,,,,
,David Javerbaum,"Javerbaum, David",The Last Testament,A Memoir,Humor,0,,,,,Simon & Schuster,Unread,,,,,,,,9781451640182,,2014/04/01,,,,,,,n1EUngEACAAJ,0,0,,,,,,
,Aryeh Kaplan,"Kaplan, Aryeh","The Living Torah English Edition With Haftarot, Bibliography, & Index",,,0,,,,,Moznaim Publishing Corporation,Unread,,,,,,,,9780940118355,,2014/03/03,,,,,,,92sdAAAACAAJ,0,0,,,,,,
,"David Damrosch, Christopher Baswell, Anne Howland Schotter","Damrosch, David",The Longman anthology of British literature,,Literary Criticism,0,,,,,Longman,Unread,,,,,,,,9780321106674,,2014/03/02,,,,,,,3Wfr_IpGCqgC,0,0,,,,,,
,John Freely,"Freely, John",The lost Messiah,in search of Sabbatai Sevi,Biography & Autobiography,0,,,,,Viking,Unread,,,,,,,,9781585675548,,2014/03/03,,,,,,,BdOOAAAAMAAJ,0,0,,,,,,
,William Stuart Baring-Gould,"Baring-Gould, William Stuart",The Lure of the Limerick,An Uninhibited History,,0,,,,,Wordsworth Editions,Unread,,,,,,,,9781853269370,,2014/04/01,,,,,,,sIKnAAAACAAJ,0,0,,,,,,
,Kate DiCamillo,"DiCamillo, Kate",The Magician's Elephant,,Juvenile Fiction,0,,,,,Candlewick Press,Unread,,,,,,,,9780763652982,,2014/03/03,,,,,,,Gf0Bb0ZBza4C,0,0,,,,,,
,Ray Bradbury,"Bradbury, Ray",The Martian Chronicles,,Mars (Planet),0,,,,,Dramatic Publishing,Unread,,,,,,,,9780871292117,,2014/03/03,,,,,,,RyVr6RMWrioC,0,0,,,,,,
,Marshall Thomas Savage,"Savage, Marshall Thomas",The Millennial Project,Colonizing the Galaxy in Eight Easy Steps,Technology & Engineering,0,,,,,"Little, Brown",Unread,,,,,,,,9780316771634,,2014/04/01,,,,,,,s0llngEACAAJ,0,0,,,,,,
,Elizabeth Loftus,"Loftus, Elizabeth",The Myth of Repressed Memory,False Memories and Allegations of Sexual Abuse,Psychology,0,,,,,Macmillan,Unread,,,,,,,,9780312141233,,2014/03/02,,,,,,,xq1vfWIiV1IC,0,0,,,,,,
,Frederick Phillips Brooks,"Brooks, Frederick Phillips",The Mythical Man-month,Essays on Software Engineering,Computers,0,,,,,Addison-Wesley,Unread,,,,,,,,9780201835953,,2014/03/03,,,,,,,fUYPAQAAMAAJ,0,0,,,,,,
,Simon,Simon,The Necronomicon,,"Body, Mind & Spirit",0,,,,,HarperCollins,Unread,,,,,,,,9780380751921,,2014/04/01,,,,,,,2fwrK9EjMk0C,0,0,,,,,,
,Robert M. Price,"Price, Robert M.",The New Lovecraft Circle,,Fiction,0,,,,,Random House Publishing Group,Unread,,,,,,,,9780345444066,,2014/04/01,,,,,,,9AC6y3gof0YC,0,0,,,,,,
,James Strong,"Strong, James",The New Strong's Exhaustive Concordance of the Bible,,Religion,0,,,,,Thomas Nelson Incorporated,Unread,,,,,,,,9780785250555,,2014/03/03,,,,,,,OW4JAAAACAAJ,0,0,,,,,,
,D. G. Mowatt,"Mowatt, D. G.",The Nibelungenlied,,Fiction,0,,,,,"Dover Publications, Incorporated",Unread,,,,,,,,9780486414140,,2014/04/01,,,,,,,1tR_PwAACAAJ,0,0,,,,,,
,Albert H. Morehead,"Morehead, Albert H.",The Official Rules of Card Games,,Games,0,,,,,Random House LLC,Unread,,,,,,,,9780449911587,,2014/03/09,,,,,,,QG0hLRXxiL0C,0,0,,,,,,
,"Thomas Pyles, John Algeo","Pyles, Thomas",The origins and development of the English language,,Language Arts & Disciplines,0,,,,,Harcourt Brace Jovanovich,Unread,,,,,,,,9780155676084,,2014/04/01,,,,,,,2b9ZAAAAMAAJ,0,0,,,,,,
,Alexander Levy,"Levy, Alexander",The orphaned adult,understanding and coping with grief and change after the death of our parents,Family & Relationships,0,,,,,Perseus Books,Unread,,,,,,,,9780738203614,,2014/04/01,,,,,,,3rRaAAAAYAAJ,0,0,,,,,,
,Willis Barnstone,"Barnstone, Willis",The Other Bible,,Religion,0,,,,,HarperCollins,Unread,,,,,,,,9780060815981,,2014/03/03,,,,,,,J9aKaGTOQDAC,0,0,,,,,,
,Elizabeth Jewell,"Jewell, Elizabeth",The Oxford Desk Dictionary and Thesaurus,,Americanisms,0,,,,,"Oxford University Press, Incorporated",Unread,,,,,,,,9781411405080,,2014/03/02,,,,,,,ioKSLAAACAAJ,0,0,,,,,,
,T. Carmi,"Carmi, T.",The Penguin Book of Hebrew Verse,,Literary Criticism,0,,,,,Penguin Adult,Unread,,,,,,,,9780140424676,,2014/04/02,,,,,,,mbocTAo-MTgC,0,0,,,,,,
,Pamela Odijk,"Odijk, Pamela",The Phoenicians,,,0,,,,,Rcl Benziger,Unread,,,,,,,,9780382242663,,2014/04/01,,,,,,,PN3TAAAACAAJ,0,0,,,,,,
,Gene H. Bell-Villada,"Bell-Villada, Gene H.",The pianist who liked Ayn Rand,a novella and 13 stories,20th century,0,,,,,Amador Publishers,Unread,,,,,,,,9780938513247,,2014/03/26,,,,,,,Vz5aAAAAMAAJ,0,0,,,,,,
,Russell Kirk,"Kirk, Russell",The Portable Conservative Reader,,History,0,,,,,Penguin Books,Unread,,,,,,,,9780140150957,,2014/03/26,,,,,,,LsAMngEACAAJ,0,0,,,,,,
,Charles Fielding,"Fielding, Charles",The Practical Qabalah,,Religion,0,,,,,Red Wheel/Weiser,Unread,,,,,,,,9780877286547,,2014/03/02,,,,,,,Jm2MmwEACAAJ,0,0,,,,,,
,Brian W. Kernighan,"Kernighan, Brian W.",The Practice of Programming,,Computers,0,,,,,Addison-Wesley Professional,Unread,,,,,,,,9780201615869,,2014/03/09,,,,,,,to6M9_dbjosC,0,0,,,,,,
,Leon Sterling,"Sterling, Leon",The Practice of Prolog,,,0,,,,,,Unread,,,,,,,,,,2014/03/02,,,,,,,DaziVk05wk0C,0,0,,,,,,
,Niccolò Machiavelli,"Machiavelli, Niccolò",The prince,,Political ethics,0,,,,,Grant Richards,Unread,,,,,,,,,,2014/03/02,,,,,,,kWBAAAAAYAAJ,0,0,,,,,,
,Niccoláo Machiavelli,"Machiavelli, Niccoláo",The prince,,Political Science,0,,,,,Northwestern University Press,Unread,,,,,,,,9780140441079,,2014/04/01,,,,,,,IcMjAQAAIAAJ,0,0,,,,,,
,Abraham Joshua Heschel,"Heschel, Abraham Joshua",The Sabbath,Its Meaning for the Modern Man,Religion,0,,,,,SHAMBHALA PUB Incorporated,Unread,,,,,,,,9781590300824,,2014/03/03,,,,,,,kYagPwAACAAJ,0,0,,,,,,
,Magus Incognito,"Incognito, Magus",The Secret Doctrine of the Rosicrucians,Illustrated with the Secret Rosicrucian Symbols,Rosicrucians,0,,,,,Advanced Thought Publishing Company,Unread,,,,,,,,,,2014/03/03,,,,,,,xEY4AQAAMAAJ,0,0,,,,,,
,Paul West,"West, Paul",The Secret Lives of Words,,Language Arts & Disciplines,0,,,,,Houghton Mifflin Harcourt Trade & Reference Publishers,Unread,,,,,,,,9780156014090,,2014/03/26,,,,,,,K2tDPgAACAAJ,0,0,,,,,,
,Patwant Singh,"Singh, Patwant",The Sikhs,,Religion,0,,,,,Random House LLC,Unread,,,,,,,,9780385502061,,2014/03/26,,,,,,,5i3FJTOvDXEC,0,0,,,,,,
,John Gray,"Gray, John",The Silence of Animals,On Progress and Other Modern Myths,Philosophy,0,,,,,Macmillan,Unread,,,,,,,,9780374229177,,2014/03/02,,,,,,,Osy2f8mIg6EC,0,0,,,,,,
,Sidney Sheldon,"Sheldon, Sidney",The Sky Is Falling,,Fiction,0,,,,,HarperCollins,Unread,,,,,,,,9780061752223,,2014/03/09,,,,,,,V6sLiAGfbu0C,0,0,,,,,,
,Robert Service,"Service, Robert",The Spell of the Yukon,,Poetry,0,,,,,Putnam,Unread,,,,,,,,9780399150111,,2014/03/03,,,,,,,kr6j5hEyuVoC,0,0,,,,,,
,"Emden R. Gansner, John H. Reppy","Gansner, Emden R.",The Standard ML Basis Library,,Computers,0,,,,,Cambridge University Press,Unread,,,,,,,,9780521794787,,2014/03/02,,,,,,,MQHskQEACAAJ,0,0,,,,,,
,Mario Pei,"Pei, Mario",The story of language,,Language Arts & Disciplines,0,,,,,New American Library,Unread,,,,,,,,9780452255272,,2014/04/01,,,,,,,R6Q4gCP3fSQC,0,0,,,,,,
,Ozcan Ozan,"Ozan, Ozcan",The Sultan's Kitchen,A Turkish Cookbook,Cooking,0,,,,,Periplus Editions (HK) Limited,Unread,,,,,,,,9789625939445,,2014/04/01,,,,,,,7W3jngEACAAJ,0,0,,,,,,
,"Arthur Szyk, Irvin Ungar, Byron Sherwin","Szyk, Arthur",The Szyk Haggadah,Freedom Illuminated,Religion,0,,,,,Harry N. Abrams,Unread,,,,,,,,9780810997530,,2014/03/03,,,,,,,BZCCcAAACAAJ,0,0,,,,,,
,Ian Spector,"Spector, Ian",The Truth About Chuck Norris,400 Facts about the World's Greatest Human,Humor,0,,,,,Penguin,Unread,,,,,,,,9781592403448,,2014/03/26,,,,,,,QACmPe7tyPYC,0,0,,,,,,
,W. J. King (professor.),"(professor.), W. J. King",The Unwritten Laws of Business,,Business & Economics,0,,,,,Currency/Doubleday,Unread,,,,,,,,9780385521260,,2014/03/02,,,,,,,TwMbmAEACAAJ,0,0,,,,,,
,William James,"James, William",The Varieties of Religious Experience,,,0,,,,,Forgotten Books,Unread,,,,,,,,9781451005264,,2014/03/03,,,,,,,ecZmmSYkkmUC,0,0,,,,,,
,Jacob Neusner,"Neusner, Jacob",The way of Torah,an introduction to Judaism,Religion,0,,,,,Wadsworth Pub. Co.,Unread,,,,,,,,9780534515683,,2014/04/02,,,,,,,9vgRAQAAIAAJ,0,0,,,,,,
,"Dorling Kindersley, Inc.","Inc., Dorling Kindersley,",The Way Things Work,,Reference,0,,,,,"Dorling Kindersley Publishing, Incorporated",Unread,,,,,,,,9780789400901,,2014/03/03,,,,,,,yQ-MAAAACAAJ,0,0,,,,,,
,Robert Alter,"Alter, Robert","The Wisdom Books: Job, Proverbs, and Ecclesiastes: A Translation with Commentary",,Religion,0,,,,,W. W. Norton & Company,Unread,,,,,,,,9780393080735,,2014/03/03,,,,,,,TujOn209Ts8C,0,0,,,,,,
,Michael L. Munk,"Munk, Michael L.",The Wisdom Of The Hebrew Alphabet,The Sacred Letters as a Guide to Jewish Deed and Thought,Religion,0,,,,,Mesorah Publications,Unread,,,,,,,,9780899061931,,2014/03/03,,,,,,,2jdXCGxQOysC,0,0,,,,,,
,Scott Kenemore,"Kenemore, Scott",The Zen of Zombie,Better Living Through the Undead,Humor,0,,,,,Skyhorse Publishing Inc.,Unread,,,,,,,,9781602391871,,2014/04/01,,,,,,,q-r8tOLNxk0C,0,0,,,,,,
,Jiddu Krishnamurti,"Krishnamurti, Jiddu",Think on These Things,,Philosophy,0,,,,,HarperCollins,Unread,,,,,,,,9780060916091,,2014/03/03,,,,,,,QzzbmAEACAAJ,0,0,,,,,,
,Michael Michalko,"Michalko, Michael",Thinkertoys,a handbook of business creativity for the '90s,Creative ability in business,0,,,,,Ten Speed Press,Unread,,,,,,,,9780898154085,,2014/03/02,,,,,,,Kz8K4UYXAHwC,0,0,,,,,,
,Leo Brodie,"Brodie, Leo",Thinking Forth,,,0,,,,,,Unread,,,,,,,,,,2014/03/02,,,,,,,1AlWbXItiCYC,0,0,,,,,,
